,id,tweet,label,new_label,clean_text
633,634,The health insurance industry has ???agreed to waive all co-payments for coronavirus treatments.??�,fake,1,the health insurance industry has agreed to waive all copayments for coronavirus treatments
634,635,Younger COVID-19 patients are harder to track than their elders. https://t.co/kWP3fGWzqy,real,0,younger covid19 patients are harder to track than their elders
635,636,Control of any Global Pandemic will not be successful without active cooperation from the public. For #COVID19 GoI has been successful in keeping the case fatality rate one of the lowest in the world (1.70%) and ensuring a steady upward trajectory of #COVID... (1/3) https://t.co/mj0wu9zUoC,real,0,control of any global pandemic will not be successful without active cooperation from the public for covid19 goi has been successful in keeping the case fatality rate one of the lowest in the world 170 and ensuring a steady upward trajectory of covid 13
636,637,Did you host or attend a #LaborDay gathering or event? If you were in close contact with others you may have been exposed to #COVID19. If you feel sick stay home call your healthcare provider and inform those you had close contact with. https://t.co/Iv7sTWHsVh https://t.co/Dc4ZJTn6ew,real,0,did you host or attend a laborday gathering or event if you were in close contact with others you may have been exposed to covid19 if you feel sick stay home call your healthcare provider and inform those you had close contact with
637,638,California Missouri Oklahoma and North Dakota all set new records for cases today. https://t.co/sendGsELSU,real,0,california missouri oklahoma and north dakota all set new records for cases today
638,639,Coronavirus: Colleges drop courses including languages and maths amid financial pressure https://t.co/G0oG2sxGuB,real,0,coronavirus colleges drop courses including languages and maths amid financial pressure
639,640,The CDC recommends men shave their beards to protect against coronavirus.,fake,1,the cdc recommends men shave their beards to protect against coronavirus
640,641,Multiple allegations on the bill drafted to Turkish congress named H.R. 6666.,fake,1,multiple allegations on the bill drafted to turkish congress named hr 6666
641,642,“The Obama administration made a decision on testing that turned out to be very detrimental to what we're doing” on the coronavirus.,fake,1,the obama administration made a decision on testing that turned out to be very detrimental to what were doing on the coronavirus
642,643,"Antonio Guterres said the #coronavirus pandemic has shown how ""vulnerable we are"" and that in some aspects ""we are moving 25 years back"" https://t.co/NAZlNcscv8",real,0,antonio guterres said the coronavirus pandemic has shown how vulnerable we are and that in some aspects we are moving 25 years back
643,644,"""Inside the Fringe Japanese Religion That Claims It Can Cure Covid-19"". The New York Times.",fake,1,inside the fringe japanese religion that claims it can cure covid19 the new york times
644,645,The NIH’s announced they are launching a “flurry” of large clinical trials to test new approaches to treating COVID. The effort aims to develop a public-private coordinated approach to prioritizing and speeding up the development of treatments and vaccines. via @statnews,real,0,the nihs announced they are launching a flurry of large clinical trials to test new approaches to treating covid the effort aims to develop a publicprivate coordinated approach to prioritizing and speeding up the development of treatments and vaccines via statnews
645,646,"NEWS! Government insists there will be no U-turn on schools reopening, until after everyone has spent £200 on new uniforms https://t.co/YwZi1KCw4B https://t.co/0QqDeqhaJR",fake,1,news government insists there will be no uturn on schools reopening until after everyone has spent 200 on new uniforms
646,647,UNICEF releases coronavirus prevention guidelines.,fake,1,unicef releases coronavirus prevention guidelines
647,648,But Texas North Carolina and South Carolina also saw spikes in hospitalizations. https://t.co/3mb7FMS2Zf,real,0,but texas north carolina and south carolina also saw spikes in hospitalizations
648,649,Our daily update is published. States reported 634k tests and 37k cases. The death toll today is 1147. After lower reported deaths over the weekend today we see the totals back over 1000. https://t.co/fTHfmuRvDy,real,0,our daily update is published states reported 634k tests and 37k cases the death toll today is 1147 after lower reported deaths over the weekend today we see the totals back over 1000
649,650,"Cruise lines now offer deluxe coronavirus upgrade over basic norovirus package
https://t.co/l9w88EmBP7",fake,1,cruise lines now offer deluxe coronavirus upgrade over basic norovirus package
650,651,Another CA note. The state had been reporting irregularly so we were relying on high-quality media outlets like @latimes who have an excellent tracker. https://t.co/eL9bfy7uUa Now that the state is reporting more regularly we will be relying again on the state data.,real,0,another ca note the state had been reporting irregularly so we were relying on highquality media outlets like latimes who have an excellent tracker now that the state is reporting more regularly we will be relying again on the state data
651,652,Recommendations for treating colorectal cancer during the COVID-19 pandemic. https://t.co/upz96NACua,real,0,recommendations for treating colorectal cancer during the covid19 pandemic
652,653,Prolonged Use Of Face Masks Causes O2 Deficiency or CO2 Intoxication.,fake,1,prolonged use of face masks causes o2 deficiency or co2 intoxication
653,654,How are you keeping current on guidelines and updates during COVID? Tell us about it in this confidential survey. No name or email required. https://t.co/1mmlNUdSmn https://t.co/Y5wAxqgsAm,real,0,how are you keeping current on guidelines and updates during covid tell us about it in this confidential survey no name or email required
654,655,A reminder that Auckland will be moving to Alert level 2.5 at 11:59pm tonight. Social gatherings are limited to 10 - this includes everything from birthdays family gatherings even friends and neighbours.,real,0,a reminder that auckland will be moving to alert level 25 at 1159pm tonight social gatherings are limited to 10 this includes everything from birthdays family gatherings even friends and neighbours
655,656,Coronavirus: Donald Trump ignores COVID-19 rules with 'reckless and selfish' indoor rally https://t.co/JsiHGLMwfO,real,0,coronavirus donald trump ignores covid19 rules with reckless and selfish indoor rally
656,657,This week 19 states posted their highest number of new COVID-19 cases reported in a single day. Three of them hit those record highs today. https://t.co/FhWsXisX3U,real,0,this week 19 states posted their highest number of new covid19 cases reported in a single day three of them hit those record highs today
657,658,With 56000+ new coronavirus cases reported India’s confirmed case count touches 19.6 lakh today. Pharmaceutical company Zydus Cadila starts Phase II of clinical trials today. Bihar records 3000 new cases for the first time in a single day. #COVID__19 #CoronavirusFacts https://t.co/Y1rgr6CxK6,fake,1,with 56000 new coronavirus cases reported indias confirmed case count touches 196 lakh today pharmaceutical company zydus cadila starts phase ii of clinical trials today bihar records 3000 new cases for the first time in a single day covid19 coronavirusfacts
658,659,The government must have planned the coronavirus pandemic because the coronavirus relief bill had been introduced three years earlier.,fake,1,the government must have planned the coronavirus pandemic because the coronavirus relief bill had been introduced three years earlier
659,660,Joe Biden has on several occasions said he was the first person to call for invoking the Defense Production Act in response to the coronavirus. We looked at the timeline. He wasn't. https://t.co/EoZxd0E3jI,fake,1,joe biden has on several occasions said he was the first person to call for invoking the defense production act in response to the coronavirus we looked at the timeline he wasnt
660,661,Getting a flu shot increases the risk of coronavirus by 36%.,fake,1,getting a flu shot increases the risk of coronavirus by 36
661,662,Florida tops 100K coronavirus cases. https://t.co/QTjPms3cCW,real,0,florida tops 100k coronavirus cases
662,663,Chronic COVID-19 has long-lasting health effects. https://t.co/cgYxkj1u6t,real,0,chronic covid19 has longlasting health effects
663,664,_Israeli scientists at the MIGAL Research Institute have developed a vaccine for COVID-19._,fake,1,israeli scientists at the migal research institute have developed a vaccine for covid19
664,665,RT @DDNewslive: .@DelhiAirport launches new lab for testing #COVID19 to help passengers coming to Delhi from international location: Videh…,real,0,rt ddnewslive delhiairport launches new lab for testing covid19 to help passengers coming to delhi from international location videh
665,666,RT @drharshvardhan: #COVID19 Update ! 👉The deaths per million population in India is one of the lowest in the world. 👉While the global a…,real,0,rt drharshvardhan covid19 update the deaths per million population in india is one of the lowest in the world while the global a
666,667,A photo of a queue of buses in India has been shared thousands of times on Facebook and Twitter alongside a claim they were organised by a leading opposition politician to transport migrant workers who were left stranded after a nationwide coronavirus lockdown.,fake,1,a photo of a queue of buses in india has been shared thousands of times on facebook and twitter alongside a claim they were organised by a leading opposition politician to transport migrant workers who were left stranded after a nationwide coronavirus lockdown
667,668,NEWS! Coronavirus suspects to be quarantined on Love Island https://t.co/GF2GM6faC9 https://t.co/ujpZs4pcAz,fake,1,news coronavirus suspects to be quarantined on love island
668,669,"ALERT: The Emergency Covid-19 Advice You Need To Hear 

#COVID_19 https://t.co/SuEYzl2esP",fake,1,alert the emergency covid19 advice you need to hear covid19
669,670,President Donald Trump announced commercialization of a vaccine.,fake,1,president donald trump announced commercialization of a vaccine
670,671,“I am pleased to report that CrossRiver State is now aligned with the Federal Government on the #COVID19 response has started testing as well as reporting on the national dash board” ~ HMH @DrEOEhanire at #PTFCOVID19 Livestream👇🏽 https://t.co/6BDCunm5Un https://t.co/wgPTVKkzzI,real,0,i am pleased to report that crossriver state is now aligned with the federal government on the covid19 response has started testing as well as reporting on the national dash board hmh dreoehanire at ptfcovid19 livestream
671,672,Our daily update is published. States reported a record number of tests (823k) and cases (67k) possibly reflecting holiday weekend backlog. We saw a large jump in hospitalizations due in part to Florida beginning to report. States logged 200 more deaths than last Friday. https://t.co/J7Dwwgeh4f,real,0,our daily update is published states reported a record number of tests 823k and cases 67k possibly reflecting holiday weekend backlog we saw a large jump in hospitalizations due in part to florida beginning to report states logged 200 more deaths than last friday
672,673,#IndiaFightsCorona India overtakes USA to become No.1 in terms of global #COVID19 recoveries. India accounts for 19% of the global recoveries. https://t.co/X5s3UVJbMj https://t.co/XOzxOluvWP,real,0,indiafightscorona india overtakes usa to become no1 in terms of global covid19 recoveries india accounts for 19 of the global recoveries
673,674,Nigerians are ???burning Chinese stores.??�,fake,1,nigerians are burning chinese stores
674,675,131 new cases of #COVID19Nigeria; Lagos-45 Kaduna-17 Plateau-17 FCT-16 Delta-6 Niger-6 Kwara-5 Oyo-3 Akwa Ibom-2 Cross River-2 Ekiti-2 Enugu-2 Osun-2 Sokoto-2 Bauchi-1 Ebonyi-1 Katsina-1 Rivers-1 56735 confirmed 48092 discharged 1093 deaths https://t.co/A2XC1CNCrn,real,0,131 new cases of covid19nigeria lagos45 kaduna17 plateau17 fct16 delta6 niger6 kwara5 oyo3 akwa ibom2 cross river2 ekiti2 enugu2 osun2 sokoto2 bauchi1 ebonyi1 katsina1 rivers1 56735 confirmed 48092 discharged 1093 deaths
675,676,RT @NIH: For people in recovery #SocialDistancing can make it difficult to get support. Find information on #COVID19 and substance use diso…,real,0,rt nih for people in recovery socialdistancing can make it difficult to get support find information on covid19 and substance use diso
676,677,After Amit Shah tested COVID-19 positive some people took out his funeral.,fake,1,after amit shah tested covid19 positive some people took out his funeral
677,678,Photos show part of Huoshenshan Hospital in Wuhan built in five days.,fake,1,photos show part of huoshenshan hospital in wuhan built in five days
678,679,Repeated laboratory testing combined with infection prevention control interventions likely contributed to decreases in #COVID19 spread in 26 Detroit skilled nursing facilities. Read more in @CDCMMWR: https://t.co/ayk1ObibP4 https://t.co/GSspUiDefU,real,0,repeated laboratory testing combined with infection prevention control interventions likely contributed to decreases in covid19 spread in 26 detroit skilled nursing facilities read more in cdcmmwr
679,680,"???(Barack Obama) set up anti-pandemic programs in 47 vulnerable countries as a way to protect against something like the coronavirus, exactly. Do you know that Trump closed 37 of them???�",fake,1,barack obama set up antipandemic programs in 47 vulnerable countries as a way to protect against something like the coronavirus exactly do you know that trump closed 37 of them
680,681,The #COVID19 pandemic has taken a huge toll on lives &amp; livelihoods disrupting health systems economies &amp; societies. Even countries with advanced health systems &amp; powerful economies have been overwhelmed-@DrTedros #AWorldInDisorder,real,0,the covid19 pandemic has taken a huge toll on lives amp livelihoods disrupting health systems economies amp societies even countries with advanced health systems amp powerful economies have been overwhelmeddrtedros aworldindisorder
681,682,There were 332 reported deaths today. The 7-day average in deaths remains about unchanged. Why are deaths falling or holding steady while cases rise? Probably for a few reasons: https://t.co/ZXFERIyS6I https://t.co/FkkYBQ7U96,real,0,there were 332 reported deaths today the 7day average in deaths remains about unchanged why are deaths falling or holding steady while cases rise probably for a few reasons
682,683,@sejwatson For example if you've got a cold cough or other respiratory symptoms and the COVID-19 virus is picked up as a weak positive in a PCR test. In all these cases the test result is often a ‘weak positive’ and the CT value of the person’s PCR test suggests an old infection.,real,0,sejwatson for example if youve got a cold cough or other respiratory symptoms and the covid19 virus is picked up as a weak positive in a pcr test in all these cases the test result is often a weak positive and the ct value of the persons pcr test suggests an old infection
683,684,#HCPs: Attend today’s COCA call on Telehealth &amp; Health Equity: Considerations for Addressing Health Disparities during the COVID-19 Pandemic at 2pm ET. Learn more: https://t.co/ljFKDIdLek. #COVID19 https://t.co/3oJe1ajqPj,real,0,hcps attend todays coca call on telehealth amp health equity considerations for addressing health disparities during the covid19 pandemic at 2pm et learn more covid19
684,685,"@d_s_thakur @CDSCO_INDIA_INF @spkalantri Sir i was infected in mid August of covid 19 and after suffering for 8 days was prescribed for Favipiravir fabiflu and was cured.
In 36 hours most of my symptoms were gone fully recovered in 7 days",fake,1,dsthakur cdscoindiainf spkalantri sir i was infected in mid august of covid 19 and after suffering for 8 days was prescribed for favipiravir fabiflu and was cured in 36 hours most of my symptoms were gone fully recovered in 7 days
685,686,"From Friday pubs bars and restaurants will have to close at 10pm. First Minister of Scotland Nicola Sturgeon announces a ""strict nationwide"" curfew for pubs. Updates on latest #COVID19 restrictions: https://t.co/zmT59bGPdT https://t.co/IwEU6KCzIb",real,0,from friday pubs bars and restaurants will have to close at 10pm first minister of scotland nicola sturgeon announces a strict nationwide curfew for pubs updates on latest covid19 restrictions
686,687,Medical groups say in unison WEAR A MASK. https://t.co/MkActB7wa7 via @HansaBhargavaMD @@FutureDocs,real,0,medical groups say in unison wear a mask via hansabhargavamd futuredocs
687,688,WhatsApp text that says the Chinese created the coronavirus and that the main cities in China did not suffer from the pandemic.,fake,1,whatsapp text that says the chinese created the coronavirus and that the main cities in china did not suffer from the pandemic
688,689,House Resolution 6666 provides funds to forcibly removed people with COVID-19 from their homes as Dr. Rashid Buttar said.,fake,1,house resolution 6666 provides funds to forcibly removed people with covid19 from their homes as dr rashid buttar said
689,690,A post shared more than a thousand times on Facebook claims that a corpse of a COVID-19 positive person is 100 times more “toxic” 72 hours after death -- and that because undertakers are not burying bodies within this prescribed period funerals have become hotspots for further infections.,fake,1,a post shared more than a thousand times on facebook claims that a corpse of a covid19 positive person is 100 times more toxic 72 hours after death and that because undertakers are not burying bodies within this prescribed period funerals have become hotspots for further infections
690,691,Total deaths remain highest in the Northeast with nearly 29000—certainly a substantial undercount as New York reports only deaths within long-term care facilities not those linked to such facilities but occurring in hospitals. https://t.co/QTVXT0Hb1z,real,0,total deaths remain highest in the northeast with nearly 29000certainly a substantial undercount as new york reports only deaths within longterm care facilities not those linked to such facilities but occurring in hospitals
691,692,.@DelhiPolice please ask your officers to wear masks properly while they fine others for the same!!! #COVID19 @dtptraffic @CPDelhi https://t.co/0oQXi9yXJl,fake,1,delhipolice please ask your officers to wear masks properly while they fine others for the same covid19 dtptraffic cpdelhi
692,693,"Gov. Andrew Cuomo ???was simply saying if we can share 20 percent of your excess, your non-used ventilators, to help people in other parts of the state on a voluntary basis, that would be great. Of course, there was a reaction to that, which was not positive.""",fake,1,gov andrew cuomo was simply saying if we can share 20 percent of your excess your nonused ventilators to help people in other parts of the state on a voluntary basis that would be great of course there was a reaction to that which was not positive
693,694,A video of dozens of people praying outdoors shows Italians praying during the novel coronavirus pandemic.,fake,1,a video of dozens of people praying outdoors shows italians praying during the novel coronavirus pandemic
694,695,409 new cases of #COVID19; Lagos-201 FCT- 85 Delta- 22 Edo- 16 Nasarawa- 14 Borno- 14 Kaduna- 14 Bauchi-10 Rivers-9 Enugu- 5 Kano- 5 Ogun- 4 Ondo- 4 Bayelsa- 2 Kebbi- 2 Plateau- 2 Total of: 13873 confirmed cases 4351 discharged 382 deaths https://t.co/RDk2lvuKaG,real,0,409 new cases of covid19 lagos201 fct 85 delta 22 edo 16 nasarawa 14 borno 14 kaduna 14 bauchi10 rivers9 enugu 5 kano 5 ogun 4 ondo 4 bayelsa 2 kebbi 2 plateau 2 total of 13873 confirmed cases 4351 discharged 382 deaths
695,696,For its must-read coronavirus coverage The Atlantic is rewarded with a huge surge of digital subscriptions https://t.co/gN8gA1uSds https://t.co/TdvwbRpxNm,fake,1,for its mustread coronavirus coverage the atlantic is rewarded with a huge surge of digital subscriptions
696,697,Yesterday our laboratories completed 2403 tests.​ ​ The total number of tests completed in New Zealand to date is 441123.,real,0,yesterday our laboratories completed 2403 tests the total number of tests completed in new zealand to date is 441123
697,698,As noted earlier we had to do some work with California's numbers as the comprehensive set had not come in by the time we published our daily update. Make sure you check out our best-available solution (which is still not ideal).,real,0,as noted earlier we had to do some work with californias numbers as the comprehensive set had not come in by the time we published our daily update make sure you check out our bestavailable solution which is still not ideal
698,699,Earlier in the month the Director-General of Health signalled a move to more strongly focus testing at our borders. That approach was formally announced by the Health Minister this week -,real,0,earlier in the month the directorgeneral of health signalled a move to more strongly focus testing at our borders that approach was formally announced by the health minister this week
699,700,Durango Police Make An Extremely Unusual Arrest https://t.co/YZmS57CicP #police #coronavirus #banks #denverbroncos #bankrobbery #parrot,fake,1,durango police make an extremely unusual arrest police coronavirus banks denverbroncos bankrobbery parrot
700,701,As of today #RecoveryRate for #COVID19 cases in India is 76.28%. #COVID19 #COVID__19 #COVID #COVID_19 #COVIDー19 #COVID19India #COVIDUpdates #CoronaUpdates #Corona #coronavirus #CoronavirusIndia #CoronavirusUpdates #CoronavirusPandemic https://t.co/9bVHZ6HM3C,real,0,as of today recoveryrate for covid19 cases in india is 7628 covid19 covid19 covid covid19 covid19 covid19india covidupdates coronaupdates corona coronavirus coronavirusindia coronavirusupdates coronaviruspandemic
701,702,📢#CoronaVirusUpdates: 📍#COVID19 India Tracker (As on 30 August 2020 08:00 AM) ➡️Confirmed cases: 3542733 ➡️Recovered: 2713933 (76.6%)👍 ➡️Active cases: 765302 (21.6%) ➡️Deaths: 63498 (1.8%) #IndiaFightsCorona #IndiaWillWin #StaySafe Via @MoHFW_INDIA https://t.co/7wlOcHR6ud,real,0,coronavirusupdates covid19 india tracker as on 30 august 2020 0800 am confirmed cases 3542733 recovered 2713933 766 active cases 765302 216 deaths 63498 18 indiafightscorona indiawillwin staysafe via mohfwindia
702,703,Yesterday our laboratories completed 4162 tests bringing the total number of tests completed to date to 275852.⁣,real,0,yesterday our laboratories completed 4162 tests bringing the total number of tests completed to date to 275852
703,704,Doctors and healthcare workers need PPE now more than ever. @MasksForDocs is determined to get PPE supplies to healthcare workers we love what they're doing! Whether it be donating funds or donating your own supplies see how you can help at https://t.co/m52hyFnQ2S.,real,0,doctors and healthcare workers need ppe now more than ever masksfordocs is determined to get ppe supplies to healthcare workers we love what theyre doing whether it be donating funds or donating your own supplies see how you can help at
704,705,RT @drharshvardhan: #COVID19 UPDATE 👉India records more than 82000 Recoveries for two days in a row 👉These high levels of recovery have…,real,0,rt drharshvardhan covid19 update india records more than 82000 recoveries for two days in a row these high levels of recovery have
705,706,MIS-C in pediatric coronavirus still a puzzle. https://t.co/LSl3pvX8OP,real,0,misc in pediatric coronavirus still a puzzle
706,707,Writer sees book sales soar as coronavirus spreads https://t.co/kJs8bC2h4G #duncanwhitehead #coronavirus,fake,1,writer sees book sales soar as coronavirus spreads duncanwhitehead coronavirus
707,708,We want to note an organizational change. @hackingdata has returned to running his company. We are so grateful to him for an astonishing amount of work getting this project off the ground. Please send future complaints to me @alexismadrigal. Our team is: https://t.co/3S6UxLTguJ,real,0,we want to note an organizational change hackingdata has returned to running his company we are so grateful to him for an astonishing amount of work getting this project off the ground please send future complaints to me alexismadrigal our team is
708,709,RT @CDCDirector: .@CDCgov is leveraging all available surveillance systems to monitor #COVID19 and protect at risk populations. We are work…,real,0,rt cdcdirector cdcgov is leveraging all available surveillance systems to monitor covid19 and protect at risk populations we are work
709,710,"@SonuSood Sir,Its a fact people are taking too much advantage of this pandemic be it local stores to big companies,day by day frustration is hiking the peak with no jobs,less salaries,monthly emis,inflations still + ,hoping best,would be grateful If l can be a part of your team&amp;work with U",fake,1,sonusood sirits a fact people are taking too much advantage of this pandemic be it local stores to big companiesday by day frustration is hiking the peak with no jobsless salariesmonthly emisinflations still hoping bestwould be grateful if l can be a part of your teamampwork with u
710,711,• There remains one person receiving hospital-level care for COVID-19; they are in Middlemore and are not in ICU. ⁣ ⁣ • Yesterday our laboratories completed 5604 tests bringing the total number of tests completed to date to 255850.⁣,real,0,there remains one person receiving hospitallevel care for covid19 they are in middlemore and are not in icu yesterday our laboratories completed 5604 tests bringing the total number of tests completed to date to 255850
711,712,NEW: A viral video shows a group of doctors airing unproven conspiracy theories about the coronavirus. We fact-checked one of the most inaccurate claims. https://t.co/MhccDO0ruD,fake,1,new a viral video shows a group of doctors airing unproven conspiracy theories about the coronavirus we factchecked one of the most inaccurate claims
712,713,Coronavirus: Bolton sees another sharp rise in infections - with 192 new cases per 100000 people https://t.co/uKQA8W6UnY,real,0,coronavirus bolton sees another sharp rise in infections with 192 new cases per 100000 people
713,714,Former Indian cricketer and Uttar Pradesh Cabinet Minister Chetan Chauhan has passed away due to coronavirus related complications. With 53322 recoveries in the past 24 hours India’s recovery rate from the coronavirus infection improves to 72%. #CoronaUpdate #vaccines https://t.co/4GmMOjYduh,fake,1,former indian cricketer and uttar pradesh cabinet minister chetan chauhan has passed away due to coronavirus related complications with 53322 recoveries in the past 24 hours indias recovery rate from the coronavirus infection improves to 72 coronaupdate vaccines
714,715,Italy is burying Corona victims in mass graves.,fake,1,italy is burying corona victims in mass graves
715,716,CDC updates &amp; expands list of those at risk of severe #COVID19 illness. Older adults &amp; people w/ underlying medical conditions remain at increased risk for severe illness. CDC has now further defined age- &amp; condition-related risks. See today’s statement: https://t.co/aCeEMrBNlv https://t.co/SIqb8wSank,real,0,cdc updates amp expands list of those at risk of severe covid19 illness older adults amp people w underlying medical conditions remain at increased risk for severe illness cdc has now further defined age amp conditionrelated risks see todays statement
716,717,Comments section quarantined for outbreak of coronavirus-related racism #coronavirus https://t.co/65C2Y5KBE8 https://t.co/mOJCftI0UU,fake,1,comments section quarantined for outbreak of coronavirusrelated racism coronavirus
717,718,The WHO now says it was wrong and asymptomatic spread of COVID-19 is very rare.,fake,1,the who now says it was wrong and asymptomatic spread of covid19 is very rare
718,719,"The World Health Organization (WHO) released a list of seven habits as ""the biggest brain-damaging habits.",fake,1,the world health organization who released a list of seven habits as the biggest braindamaging habits
719,720,French doctors protest after discovering COVID-19 pandemic is a fraud.,fake,1,french doctors protest after discovering covid19 pandemic is a fraud
720,721,of payroll data presents the covid19 he launched patanjalis coronil the earning prospects through our experts get more companies news and ease of baroda verger paonts wockhardt cipla etc are,fake,1,of payroll data presents the covid19 he launched patanjalis coronil the earning prospects through our experts get more companies news and ease of baroda verger paonts wockhardt cipla etc are
721,722,RT @PIB_India: The increase in #COVID19 testing has led to a surge in the total number of recovered patients which is nearly 30 lakh (2970…,real,0,rt pibindia the increase in covid19 testing has led to a surge in the total number of recovered patients which is nearly 30 lakh 2970
722,723,At today’s @PTFCOVID19 briefing DG @Chikwe_I announced Nigeria’s first large seroprevalence survey for #COVID19. ‘NCDC in collaboration with @nimrnigeria &amp; partners is conducting a household seroprevalence survey for better understanding of #COVID19 transmission in Nigeria’ https://t.co/tigPh6ANjr,real,0,at todays ptfcovid19 briefing dg chikwei announced nigerias first large seroprevalence survey for covid19 ncdc in collaboration with nimrnigeria amp partners is conducting a household seroprevalence survey for better understanding of covid19 transmission in nigeria
723,724,Healthcare providers: Learn how telehealth technology can help you safely provide necessary care to patients during the #COVID19 pandemic. https://t.co/8TyUl8ov0h https://t.co/rOmWIDGT7m,real,0,healthcare providers learn how telehealth technology can help you safely provide necessary care to patients during the covid19 pandemic
724,725,Bill Gates tried to get a patent for N-95 masks.,fake,1,bill gates tried to get a patent for n95 masks
725,726,#IndiaFightsCorona #CoronaVirusUpdate On a steady march India conducts a total of nearly 3.6 crore tests. Tests Per Million (TPM) scale a new peak of 26016. https://t.co/HDMcIoF8Zn https://t.co/l7YUwUo3Jq,real,0,indiafightscorona coronavirusupdate on a steady march india conducts a total of nearly 36 crore tests tests per million tpm scale a new peak of 26016
726,727,Of the 2159 people who left managed isolation facilities between June 9-16 1313 people have been contacted and have tested negative for COVID-19; 800 of those were tested before leaving managed isolation and the remaining 513 were tested after departure from the facility.,real,0,of the 2159 people who left managed isolation facilities between june 916 1313 people have been contacted and have tested negative for covid19 800 of those were tested before leaving managed isolation and the remaining 513 were tested after departure from the facility
727,728,And Godd Tweets Too https://t.co/Yv0Iax9qDx #donaldtrump #politics #2020presidentialelection #pandemic,fake,1,and godd tweets too donaldtrump politics 2020presidentialelection pandemic
728,729,"Mycoplasma pneumonia can be treated with quinolones. 
The first quinolone discovered was chloroquine. 
Mycoplasma pneumonia is a rare but important cause of transverse myelitis.

#COVID19 

https://t.co/T2Yq3fZO9i",fake,1,mycoplasma pneumonia can be treated with quinolones the first quinolone discovered was chloroquine mycoplasma pneumonia is a rare but important cause of transverse myelitis covid19
729,730,A new report in @CDCMMWR shows that the rate of #COVID19 among American Indian and Alaska Native people was 3.5 times that of non-Hispanic white persons in the first 6 months of the pandemic in 23 states. Learn more: https://t.co/q1mmzSNE6v. https://t.co/fqOezG7jGx,real,0,a new report in cdcmmwr shows that the rate of covid19 among american indian and alaska native people was 35 times that of nonhispanic white persons in the first 6 months of the pandemic in 23 states learn more
730,731,"Italy finds home remedy for Covid’19 / 500gms aspirin dissolved with lemon juice boiled with honey, it is taken hot.",fake,1,italy finds home remedy for covid19 500gms aspirin dissolved with lemon juice boiled with honey it is taken hot
731,732,The second case is a woman in her 30s who arrived in New Zealand on July 28 from Los Angeles. She has been staying at the Rydges in Auckland and tested positive for COVID-19 as part of routine testing around day three of her stay in managed isolation.,real,0,the second case is a woman in her 30s who arrived in new zealand on july 28 from los angeles she has been staying at the rydges in auckland and tested positive for covid19 as part of routine testing around day three of her stay in managed isolation
732,733,For more information on symptoms of COVID-19 and what to watch for visit: https://t.co/SNXT5i8Tf3.,real,0,for more information on symptoms of covid19 and what to watch for visit
733,734,Q: What does social distancing mean? A: Keeping at least 2 metres distance from &amp; avoiding physical contact with others Some measures taken to help facilitate this are closure of schools/offices &amp; cancellation of social/religious events For more FAQs https://t.co/dOci2iQS2E https://t.co/IZacB3xEtD,real,0,q what does social distancing mean a keeping at least 2 metres distance from amp avoiding physical contact with others some measures taken to help facilitate this are closure of schoolsoffices amp cancellation of socialreligious events for more faqs
734,735,"NEWS! People being sent so far for Covid-19 tests, they have to quarantine for 14 days upon return https://t.co/XxIAKbmR3r https://t.co/BAd83q10AL",fake,1,news people being sent so far for covid19 tests they have to quarantine for 14 days upon return
735,736,Hindus cast their idols in the sea because they did not defend them against the coronavirus.,fake,1,hindus cast their idols in the sea because they did not defend them against the coronavirus
736,737,Says the state “health secretary says don't go to hospitals or clinics now the tourism secretary says don't recreate.”,fake,1,says the state health secretary says dont go to hospitals or clinics now the tourism secretary says dont recreate
737,738,Fenugreek seed tape can cure COVID-19,fake,1,fenugreek seed tape can cure covid19
738,739,A Muslim woman is shouting at doctors who have come for coronavirus inspection at one of the places in India.,fake,1,a muslim woman is shouting at doctors who have come for coronavirus inspection at one of the places in india
739,740,Care home staff in #coronavirus hotspots are waiting over a week for test results prompting concerns that the system cannot cope with increased demand https://t.co/19S0VfUIJC,real,0,care home staff in coronavirus hotspots are waiting over a week for test results prompting concerns that the system cannot cope with increased demand
740,741,Acc to @WHO prolonged use of #facemasks may be uncomfortable but it does not lead to CO2 intoxication or O2 deficiency. Do ensure that your #facemask fits well &amp; allows you to breathe normally. Do not re-use a #MedicalMask &amp; always change your #mask as soon as it gets damp. https://t.co/tkBJJSoj0x,real,0,acc to who prolonged use of facemasks may be uncomfortable but it does not lead to co2 intoxication or o2 deficiency do ensure that your facemask fits well amp allows you to breathe normally do not reuse a medicalmask amp always change your mask as soon as it gets damp
741,742,As at 8:35 pm 26th March there are 65 confirmed cases 3 discharged 1 death For a breakdown of cases by states in real time please see https://t.co/zQrpNeOfet Currently; Lagos- 44 FCT- 11 Ogun- 3 Ekiti- 1 Oyo- 1 Edo- 1 Bauchi- 2 Osun-1 Rivers-1,real,0,as at 835 pm 26th march there are 65 confirmed cases 3 discharged 1 death for a breakdown of cases by states in real time please see currently lagos 44 fct 11 ogun 3 ekiti 1 oyo 1 edo 1 bauchi 2 osun1 rivers1
742,743,_The novel coronavirus was made in a lab and is now spread as a way to force vaccinate people._,fake,1,the novel coronavirus was made in a lab and is now spread as a way to force vaccinate people
743,744,The experts at Nanavati Hospital are giving four common treatments to all patients: Vitamin C dry ginger turmeric and steam.,fake,1,the experts at nanavati hospital are giving four common treatments to all patients vitamin c dry ginger turmeric and steam
